lemRank,lemma,word
3154,extension,extensions
3155,loose,loose
3156,sink,sink
3156,sink,sank
3156,sink,sunk
3156,sink,sinking
3156,sink,sinks
3157,historian,historian
3157,historian,historians
3158,ruin,ruin
3158,ruin,ruined
3158,ruin,ruining
3158,ruin,ruins
3159,balance,balance
3159,balance,balanced
3159,balance,balancing
3159,balance,balances
3160,chemical,chemicals
3160,chemical,chemical
3161,singer,singer
3161,singer,singers
3162,drunk,drunk
3162,drunk,drunker
3163,swim,swim
3163,swim,swimming
3163,swim,swam
3163,swim,swims
3163,swim,swum
3164,onion,onion
3164,onion,onions
3165,specialist,specialist
3165,specialist,specialists
3166,missing,missing
3167,white,whites
3167,white,white
3168,pan,pan
3168,pan,pans
3168,pan,pani
3169,distribute,distributed
3169,distribute,distribute
3169,distribute,distributing
3169,distribute,distributes
3170,silly,silly
3170,silly,silliest
3170,silly,sillier
3171,deck,deck
3171,deck,decks
3172,reflection,reflection
3172,reflection,reflections
3173,shortly,shortly
3174,database,database
3174,database,databases
3174,database,data-base
3174,database,data-bases
3175,flow,flowing
3175,flow,flow
3175,flow,flows
3175,flow,flowed
3176,remote,remote
3176,remote,remotest
3176,remote,remoter
3177,permission,permission
3177,permission,permissions
3178,remarkable,remarkable
3179,everyday,everyday
3179,everyday,every-day
3180,lifestyle,lifestyle
3180,lifestyle,lifestyles
3180,lifestyle,life-style
3180,lifestyle,life-styles
3181,sweep,swept
3181,sweep,sweep
3181,sweep,sweeping
3181,sweep,sweeps
3182,naked,naked
3183,sufficient,sufficient
3184,lion,lion
3184,lion,lions
3185,consumption,consumption
3185,consumption,consumptions
3186,capability,capabilities
3186,capability,capability
3187,practice,practicing
3187,practice,practiced
3187,practice,practices
3187,practice,practice
3188,emission,emissions
3188,emission,emission
3189,Sidebar,sidebar
3189,Sidebar,sidebars
3189,Sidebar,side-bar
3190,crap,crap
3190,crap,craps
3190,crap,crapper
3191,dealer,dealer
3191,dealer,dealers
3192,measurement,measurement
3192,measurement,measurements
3193,vital,vital
3193,vital,vitals
3194,impressive,impressive
3195,bake,bake
3195,bake,baking
3195,bake,baked
3195,bake,bakes
3196,fantastic,fantastic
3196,fantastic,fan-tastic
3197,adviser,adviser
3197,adviser,advisers
3198,yield,yield
3198,yield,yielded
3198,yield,yields
3198,yield,yielding
3199,mere,mere
3199,mere,merest
3200,imagination,imagination
3200,imagination,imaginations
3201,radical,radical
3202,tragedy,tragedy
3202,tragedy,tragedies
3203,scary,scary
3203,scary,scariest
3203,scary,scarier
3204,consultant,consultant
3204,consultant,consultants
3205,correct,correct
3205,correct,corrected
3205,correct,correcting
3205,correct,corrects
3206,lieutenant,lieutenant
3206,lieutenant,lieutenants
3207,upset,upset
3207,upset,upsetting
3207,upset,upsets
3208,attractive,attractive
3209,acre,acres
3209,acre,acre
3210,drawing,drawing
3210,drawing,drawings
3211,defeat,defeated
3211,defeat,defeat
3211,defeat,defeating
3211,defeat,defeats
3212,newly,newly
3213,scandal,scandal
3213,scandal,scandals
3214,ambassador,ambassador
3214,ambassador,ambassadors
3215,ooh,ooh
3216,spot,spotted
3216,spot,spot
3216,spot,spotting
3216,spot,spots
3217,content,content
3218,round,round
3218,round,rounder
3218,round,roundest
3219,bench,bench
3219,bench,benches
3220,guide,guide
3220,guide,guided
3220,guide,guiding
3220,guide,guides
3221,counter,counter
3221,counter,counters
3222,chemical,chemical
3223,odds,odds
3224,rat,rat
3224,rat,rats
3225,horror,horror
3225,horror,horrors
3226,appeal,appeal
3226,appeal,appealing
3226,appeal,appealed
3226,appeal,appeals
3226,appeal,appealling
3227,vulnerable,vulnerable
3228,prevention,prevention
3228,prevention,preventions
3229,square,square
3230,segment,segment
3230,segment,segments
3231,ban,banned
3231,ban,ban
3231,ban,banning
3231,ban,bans
3232,tail,tail
3232,tail,tails
3233,constitute,constitute
3233,constitute,constitutes
3233,constitute,constituted
3233,constitute,constituting
3234,badly,badly
3235,bless,bless
3235,bless,blessed
3235,bless,blessing
3235,bless,blesses
3236,literary,literary
3237,magic,magic
3238,implementation,implementation
3238,implementation,implementations
3239,legitimate,legitimate
3240,slight,slight
3240,slight,slightest
3240,slight,slighter
3241,crash,crashed
3241,crash,crash
3241,crash,crashing
3241,crash,crashes
3242,strip,strip
3242,strip,strips
3243,desperate,desperate
3244,distant,distant
3245,preference,preference
3245,preference,preferences
3246,politically,politically
3247,feedback,feedback
3247,feedback,feedbacks
3248,health-care,healthcare
3248,health-care,health-care
3249,criminal,criminals
3249,criminal,criminal
3250,can,can
3250,can,cans
3251,Italian,italian
3252,detailed,detailed
3253,buyer,buyers
3253,buyer,buyer
3254,wrong,wrong
3255,cooperation,cooperation
3255,cooperation,co-operation
3255,cooperation,cooperations
3255,cooperation,co-operations
3256,profession,profession
3256,profession,professions
3257,incredibly,incredibly
3258,orange,orange
3259,killing,killing
3259,killing,killings
3260,sue,sued
3260,sue,sue
3260,sue,suing
3260,sue,sues
3260,sue,sueing
3261,photographer,photographer
3261,photographer,photographers
3262,running,running
3263,engagement,engagement
3263,engagement,engagements
3264,differ,differ
3264,differ,differs
3264,differ,differed
3264,differ,differing
3265,paint,paint
3265,paint,paints
3266,pitch,pitch
3266,pitch,pitches
3267,extensive,extensive
3268,salad,salad
3268,salad,salads
3269,stair,stairs
3270,notice,notice
3270,notice,notices
3271,grace,grace
3271,grace,graces
3272,divorce,divorce
3272,divorce,divorces
3273,vessel,vessel
3273,vessel,vessels
3274,pig,pig
3274,pig,pigs
3275,assignment,assignment
3275,assignment,assignments
3276,distinction,distinction
3276,distinction,distinctions
3277,fit,fit
3277,fit,fittest
3277,fit,fitter
3278,circuit,circuit
3278,circuit,circuits
3279,acid,acid
3279,acid,acids
3280,Canadian,canadian
3281,flee,fled
3281,flee,flee
3281,flee,fleeing
3281,flee,flees
3282,efficiency,efficiency
3282,efficiency,efficiencies
3283,memorial,memorial
3283,memorial,memorials
3284,proposed,proposed
3285,blue,blues
3285,blue,blue
3286,entity,entity
3286,entity,entities
3287,iphone,iphone
3287,iphone,iphones
3288,punishment,punishment
3288,punishment,punishments
3289,pause,paused
3289,pause,pause
3289,pause,pauses
3289,pause,pausing
3290,pill,pills
3290,pill,pill
3291,rub,rub
3291,rub,rubbed
3291,rub,rubbing
3291,rub,rubs
3292,romantic,romantic
3293,myth,myth
3293,myth,myths
3294,economist,economists
3294,economist,economist
3295,Latin,latin
3296,decent,decent
3296,decent,decenter
3297,assistant,assistant
3298,craft,craft
3298,craft,crafts
3299,poetry,poetry
3299,poetry,poetries
3300,terrorist,terrorist
3301,thread,thread
3301,thread,threads
3302,wooden,wooden
3303,confuse,confused
3303,confuse,confuse
3303,confuse,confusing
3303,confuse,confuses
3304,subject,subject
3305,privilege,privilege
3305,privilege,privileges
3306,coal,coal
3306,coal,coals
3307,fool,fool
3307,fool,fools
3308,cow,cow
3308,cow,cows
3309,characterize,characterized
3309,characterize,characterize
3309,characterize,characterizes
3309,characterize,characterizing
3309,characterize,characterised
3309,characterize,characterise
3309,characterize,characterises
3309,characterize,characterising
3310,pie,pie
3310,pie,pies
3311,decrease,decreased
3311,decrease,decrease
3311,decrease,decreases
3311,decrease,decreasing
3312,resort,resort
3312,resort,resorts
3313,legacy,legacy
3313,legacy,legacies
3314,re,re
3315,stress,stressed
3315,stress,stress
3315,stress,stresses
3315,stress,stressing
3316,frankly,frankly
3317,matter,matter
3318,cancel,cancel
3318,cancel,canceled
3318,cancel,cancelled
3318,cancel,canceling
3318,cancel,cancelling
3318,cancel,cancels
3319,derive,derived
3319,derive,derive
3319,derive,derives
3319,derive,deriving
3320,dumb,dumb
3320,dumb,dumbest
3320,dumb,dumber
3321,scope,scope
3321,scope,scopes
3322,formation,formation
3322,formation,formations
3323,grandfather,grandfather
3323,grandfather,grandfathers
3323,grandfather,grand-father
3324,hence,hence
3325,wish,wish
3325,wish,wishes
3326,margin,margin
3326,margin,margins
3327,wound,wounds
3327,wound,wound
3328,exhibition,exhibition
3328,exhibition,exhibitions
3329,legislature,legislature
3329,legislature,legislatures
3330,furthermore,furthermore
3331,portrait,portrait
3331,portrait,portraits
3332,Catholic,catholics
3332,Catholic,catholic
3333,sustain,sustain
3333,sustain,sustained
3333,sustain,sustaining
3333,sustain,sustains
3334,uniform,uniform
3334,uniform,uniforms
3335,painful,painful
3336,loud,loud
3336,loud,louder
3336,loud,loudest
3337,miracle,miracle
3337,miracle,miracles
3338,harm,harm
3338,harm,harms
3339,zero,zero
3339,zero,zeros
3339,zero,zeroes
3340,tactic,tactics
3340,tactic,tactic
3341,mask,mask
3341,mask,masks
3342,calm,calm
3342,calm,calmed
3342,calm,calming
3342,calm,calms
3343,inflation,inflation
3343,inflation,inflations
3344,hunting,hunting
3345,physically,physically
3346,final,final
3346,final,finals
3347,flesh,flesh
3347,flesh,fleshes
3348,temporary,temporary
3349,fellow,fellow
3349,fellow,fellows
3350,nerve,nerve
3350,nerve,nerves
3351,lung,lung
3351,lung,lungs
3352,steady,steady
3352,steady,steadier
3352,steady,steadiest
3353,headline,headlines
3353,headline,headline
3354,sudden,sudden
3355,successfully,successfully
3356,defendant,defendant
3356,defendant,defendants
3357,pole,pole
3357,pole,poles
3358,satisfy,satisfy
3358,satisfy,satisfied
3358,satisfy,satisfies
3358,satisfy,satisfying
3359,entrance,entrance
3359,entrance,entrances
3360,aircraft,aircraft
3360,aircraft,aircrafts
3361,withdraw,withdraw
3361,withdraw,withdrew
3361,withdraw,withdrawn
3361,withdraw,withdrawing
3361,withdraw,withdraws
3362,cabinet,cabinet
3362,cabinet,cabinets
3363,relative,relative
3364,repeatedly,repeatedly
3365,happiness,happiness
3365,happiness,happinesses
3366,admission,admission
3366,admission,admissions
3367,correlation,correlation
3367,correlation,correlations
3368,proportion,proportion
3368,proportion,proportions
3369,dispute,dispute
3369,dispute,disputes
3370,candy,candy
3370,candy,candies
3371,reward,reward
3371,reward,rewards
3372,counselor,counselor
3372,counselor,counselors
3373,recording,recording
3373,recording,recordings
3374,pile,pile
3374,pile,piles
3375,explosion,explosion
3375,explosion,explosions
3376,appoint,appointed
3376,appoint,appoint
3376,appoint,appointing
3376,appoint,appoints
3377,couch,couch
3377,couch,couches
3378,cognitive,cognitive
3379,furniture,furniture
3379,furniture,furnitures
3380,significance,significance
3380,significance,significances
3381,grateful,grateful
3382,magic,magic
3382,magic,magics
3383,suit,suited
3383,suit,suit
3383,suit,suits
3383,suit,suiting
3384,commissioner,commissioner
3384,commissioner,commissioners
3385,shelf,shelf
3385,shelf,shelves
3386,tremendous,tremendous
3387,warrior,warriors
3387,warrior,warrior
3388,physics,physics
3389,garage,garage
3389,garage,garages
3390,flavor,flavor
3390,flavor,flavors
3390,flavor,flavour
3390,flavor,flavours
3391,squeeze,squeeze
3391,squeeze,squeezed
3391,squeeze,squeezing
3391,squeeze,squeezes
3392,prominent,prominent
3393,fifty,fifty
3394,fade,fade
3394,fade,faded
3394,fade,fading
3394,fade,fades
3395,oven,oven
3395,oven,ovens
3396,satisfaction,satisfaction
3396,satisfaction,satisfactions
3397,discrimination,discrimination
3397,discrimination,discriminations
3398,recession,recession
3398,recession,recessions
3399,allegation,allegations
3399,allegation,allegation
3400,boom,boom
3400,boom,booms
3401,weekly,weekly
3402,lately,lately
3403,restriction,restrictions
3403,restriction,restriction
3404,diamond,diamond
3404,diamond,diamonds
3405,document,documented
3405,document,document
3405,document,documenting
3405,document,documents
3406,crack,crack
3406,crack,cracked
3406,crack,cracking
3406,crack,cracks
3407,conviction,conviction
3407,conviction,convictions
3408,heel,heels
3408,heel,heel
3409,fake,fake
3409,fake,fakest
3410,fame,fame
3411,shine,shine
3411,shine,shining
3411,shine,shines
3411,shine,shone
3411,shine,shined
3412,swing,swing
3412,swing,swings
3413,playoff,playoffs
3413,playoff,playoff
3413,playoff,play-offs
3413,playoff,play-off
3414,actress,actress
3414,actress,actresses
3415,cheat,cheating
3415,cheat,cheat
3415,cheat,cheated
3415,cheat,cheats
3416,format,format
3416,format,formats
3417,controversy,controversy
3417,controversy,controversies
3418,auto,auto
3418,auto,autos
3419,grant,grant
3419,grant,grants
3420,grocery,grocery
3420,grocery,groceries
3421,headquarters,headquarters
3421,headquarters,hq
3421,headquarters,headquarter
3421,headquarters,h.q.
3422,rip,ripped
3422,rip,rip
3422,rip,ripping
3422,rip,rips
3423,rank,ranked
3423,rank,rank
3423,rank,ranks
3423,rank,ranking
3424,shade,shade
3424,shade,shades
3425,regulate,regulate
3425,regulate,regulated
3425,regulate,regulating
3425,regulate,regulates
3426,meter,meters
3426,meter,meter
3427,Olympic,olympic
3428,pipe,pipe
3428,pipe,pipes
3429,patient,patient
3430,celebration,celebration
3430,celebration,celebrations
3431,handful,handful
3431,handful,handfuls
3432,copyright,copyright
3432,copyright,copyrights
3433,dependent,dependent
3434,signature,signature
3434,signature,signatures
3435,bishop,bishop
3435,bishop,bishops
3436,strengthen,strengthen
3436,strengthen,strengthened
3436,strengthen,strengthening
3436,strengthen,strengthens
3437,soup,soup
3437,soup,soups
3438,entitle,entitled
3438,entitle,entitles
3438,entitle,entitle
3438,entitle,entitling
3439,whoever,whoever
3440,carrier,carrier
3440,carrier,carriers
3441,anniversary,anniversary
3441,anniversary,anniversaries
3442,pizza,pizza
3442,pizza,pizzas
3443,ethics,ethics
3444,legend,legend
3444,legend,legends
3445,eagle,eagle
3445,eagle,eagles
3446,scholarship,scholarship
3446,scholarship,scholarships
3447,crack,crack
3447,crack,cracks
3448,research,research
3448,research,researching
3448,research,researched
3448,research,researches
3449,membership,membership
3449,membership,memberships
3450,standing,standing
3450,standing,standings
3451,possession,possession
3451,possession,possessions
3452,treaty,treaty
3452,treaty,treaties
3453,partly,partly
3454,consciousness,consciousness
3454,consciousness,consciousnesses
